order_id,customer_id,customer_name,product_id,product_name,category,price,quantity,total_amount,order_date,payment_method,city,state,country,status
ORD10456,CUST9661,Bruce Hernandez,PROD121,Non-fiction,Books,106.79,3,320.37,2024-06-26,PayPal,East Nicholas,Idaho,USA,Canceled
ORD10457,CUST7139,Alicia Clark,PROD367,Washing Machine,Home Appliances,436.41,2,872.82,2024-08-18,Cash,Rachelton,South Dakota,USA,Canceled
ORD10458,CUST1340,David Lucas,PROD432,Jeans,Clothing,856.84,4,3427.36,2024-12-29,PayPal,Port David,Iowa,USA,Pending
ORD10459,CUST2824,Victoria Benson,PROD811,Biography,Books,451.4,5,2257.0,2025-02-02,PayPal,East Joshua,Mississippi,USA,Canceled
ORD10460,CUST1940,Dr. Maria Palmer DDS,PROD968,Jacket,Clothing,188.35,5,941.75,2024-12-27,Cash,Finleyberg,Oklahoma,USA,Canceled
ORD10461,CUST4688,Walter Wright,PROD851,Shampoo,Beauty,567.41,5,2837.05,2024-07-16,Credit Card,Port Christina,Oregon,USA,Pending
ORD10462,CUST4349,Jamie Hernandez,PROD611,Tablet,Electronics,366.33,1,366.33,2024-06-23,Cash,Willisville,Alaska,USA,Pending
ORD10463,CUST2892,Steven Ware,PROD558,Science,Books,969.57,5,4847.85,2024-11-20,PayPal,Williamsport,Nebraska,USA,Delivered
ORD10464,CUST1694,John Davenport,PROD531,Jeans,Clothing,736.35,2,1472.7,2024-09-10,PayPal,Hayesstad,Florida,USA,Canceled
ORD10465,CUST7607,Michael Young,PROD576,T-Shirt,Clothing,199.97,5,999.85,2024-05-09,Cash,East Amy,Wisconsin,USA,Delivered
ORD10466,CUST8476,Jessica Gonzales,PROD876,Jacket,Clothing,479.73,1,479.73,2024-11-10,PayPal,Katiestad,South Carolina,USA,Canceled
ORD10467,CUST1396,Katherine Burgess,PROD687,Microwave,Home Appliances,725.36,2,1450.72,2025-03-07,PayPal,North Raymond,Wyoming,USA,Pending
ORD10468,CUST6873,John Morgan,PROD410,Air Conditioner,Home Appliances,689.99,3,2069.97,2025-03-14,PayPal,Port Robertville,Vermont,USA,Delivered
ORD10469,CUST2240,Adrienne Maddox,PROD257,T-Shirt,Clothing,565.67,3,1697.01,2025-03-01,Cash,Port Nathaniel,Idaho,USA,Pending
ORD10470,CUST2546,Denise Kelly,PROD416,Vacuum Cleaner,Home Appliances,244.72,2,489.44,2024-07-18,PayPal,New Michaelshire,Virginia,USA,Canceled
ORD10471,CUST1876,Jose Gonzalez,PROD565,Shampoo,Beauty,38.27,3,114.81,2025-01-04,PayPal,Lake Miguel,Maine,USA,Delivered
ORD10472,CUST7359,Gregory Reyes,PROD347,Washing Machine,Home Appliances,542.22,4,2168.88,2024-11-07,Cash,West Kelseyport,Alabama,USA,Canceled
ORD10473,CUST1719,Jose King,PROD151,Microwave,Home Appliances,314.62,4,1258.48,2025-01-05,Credit Card,North Kristi,Alaska,USA,Canceled
ORD10474,CUST6336,Mary Hayes,PROD251,T-Shirt,Clothing,332.98,2,665.96,2024-04-14,Credit Card,West Meghanfort,South Carolina,USA,Delivered
ORD10475,CUST6333,Bonnie Davis,PROD697,Shampoo,Beauty,673.1,1,673.1,2024-11-26,PayPal,Shawville,Maryland,USA,Delivered
ORD10476,CUST5882,Isaac Haynes,PROD965,Jeans,Clothing,501.01,5,2505.05,2024-11-24,PayPal,West Andreachester,Michigan,USA,Canceled
ORD10477,CUST7021,Elizabeth Mason,PROD970,Shoes,Clothing,65.61,3,196.83,2024-08-01,Cash,Whitetown,Tennessee,USA,Canceled
ORD10478,CUST5332,Lisa Jackson,PROD411,Smartphone,Electronics,273.25,2,546.5,2024-09-01,PayPal,Carmenfurt,Hawaii,USA,Pending
ORD10479,CUST1578,Mr. Michael Guerra,PROD208,Nail Polish,Beauty,976.77,4,3907.08,2024-05-02,PayPal,Jamesville,Delaware,USA,Canceled
ORD10480,CUST8092,Sue Noble,PROD900,Non-fiction,Books,408.52,5,2042.6,2024-08-31,Cash,West Markchester,Alaska,USA,Delivered
ORD10481,CUST7440,Bryan Mcdonald,PROD377,Perfume,Beauty,51.8,4,207.2,2024-09-06,PayPal,Johnborough,Washington,USA,Delivered
ORD10482,CUST6643,Matthew Matthews,PROD173,Jeans,Clothing,828.77,5,4143.85,2024-08-02,Cash,Kristenbury,Delaware,USA,Canceled
ORD10483,CUST4496,Mason Dean,PROD364,Fiction,Books,128.4,1,128.4,2024-06-11,Cash,Taylorhaven,Pennsylvania,USA,Pending
ORD10484,CUST2925,Scott Cooper,PROD127,Fiction,Books,746.47,5,3732.35,2025-02-12,Credit Card,Payneton,Montana,USA,Pending
ORD10485,CUST5337,Jasmine Collins,PROD722,Washing Machine,Home Appliances,483.7,2,967.4,2024-04-24,Cash,Powershaven,Mississippi,USA,Delivered
ORD10486,CUST3356,Wendy Cain,PROD877,Smartphone,Electronics,479.98,5,2399.9,2024-11-07,Cash,North Williamland,Iowa,USA,Canceled
ORD10487,CUST7641,Christopher Johnson IV,PROD701,Tablet,Electronics,105.15,5,525.75,2024-10-17,Cash,Maryhaven,Wyoming,USA,Canceled
ORD10488,CUST8353,Daniel Nguyen,PROD467,Refrigerator,Home Appliances,809.76,5,4048.8,2025-03-04,Cash,Lake Carrie,California,USA,Pending
ORD10489,CUST4178,Darren White,PROD439,Jeans,Clothing,46.45,5,232.25,2024-11-11,Credit Card,Maciasville,Maine,USA,Pending
ORD10490,CUST4651,Daniel Moore,PROD962,Microwave,Home Appliances,27.78,4,111.12,2024-08-07,Credit Card,North Henryland,Wyoming,USA,Delivered
ORD10491,CUST9803,Mrs. Patricia Perez DDS,PROD543,Science,Books,759.23,4,3036.92,2025-03-13,Cash,Alishafort,Washington,USA,Delivered
ORD10492,CUST3619,Sean Elliott,PROD602,Mystery,Books,282.51,4,1130.04,2024-09-13,Cash,Stewartberg,North Dakota,USA,Delivered
ORD10493,CUST9697,John Edwards,PROD265,Smartwatch,Electronics,671.2,1,671.2,2024-05-23,Credit Card,Port Jerryland,Wisconsin,USA,Pending
ORD10494,CUST9135,Alyssa Fry,PROD858,Biography,Books,867.54,1,867.54,2024-06-04,Cash,Maxwellborough,West Virginia,USA,Canceled
ORD10495,CUST2703,Marcus Nichols,PROD276,T-Shirt,Clothing,378.37,1,378.37,2024-06-06,Credit Card,North Abigail,Kentucky,USA,Pending
ORD10496,CUST7591,John Mccormick,PROD201,Face Cream,Beauty,407.59,3,1222.77,2024-06-28,Cash,Port Andrea,Utah,USA,Delivered
ORD10497,CUST7995,Samuel French,PROD299,Air Conditioner,Home Appliances,745.8,3,2237.4,2024-11-04,Credit Card,South Benjamin,Wyoming,USA,Canceled
ORD10498,CUST1880,Jasmine Allen,PROD963,Shampoo,Beauty,831.73,1,831.73,2024-11-29,PayPal,West Jenniferside,Mississippi,USA,Pending
ORD10499,CUST7271,Marvin Fowler,PROD653,Laptop,Electronics,893.89,2,1787.78,2024-12-04,PayPal,East Chadshire,Wyoming,USA,Delivered
ORD10500,CUST5322,John Skinner,PROD775,Lipstick,Beauty,32.87,2,65.74,2024-09-04,PayPal,Lake Samanthatown,Alaska,USA,Pending
ORD10501,CUST2828,Robert Edwards,PROD595,Face Cream,Beauty,745.19,3,2235.57,2025-01-27,PayPal,North Katie,Texas,USA,Pending
ORD10502,CUST9653,Jennifer Summers,PROD457,Refrigerator,Home Appliances,45.07,4,180.28,2024-06-29,PayPal,East Ericview,Idaho,USA,Canceled
ORD10503,CUST1027,Christine Martinez,PROD854,Face Cream,Beauty,534.78,5,2673.9,2025-03-08,Cash,Kingberg,South Dakota,USA,Canceled
ORD10504,CUST8266,Abigail Hammond,PROD991,Jeans,Clothing,134.17,2,268.34,2024-04-06,PayPal,Welchfort,Arizona,USA,Delivered
ORD10505,CUST8140,Brandon Spencer,PROD183,Headphones,Electronics,618.3,2,1236.6,2024-08-05,PayPal,Lauramouth,Hawaii,USA,Canceled
ORD10506,CUST8100,April Smith,PROD455,Headphones,Electronics,604.98,5,3024.9,2024-10-08,PayPal,New David,Indiana,USA,Pending
ORD10507,CUST2228,Dean Taylor,PROD443,Tablet,Electronics,46.46,1,46.46,2024-08-14,Cash,Diazburgh,Florida,USA,Pending
ORD10508,CUST3043,Jenna Valdez,PROD532,Washing Machine,Home Appliances,714.05,1,714.05,2024-05-20,Credit Card,South Phyllis,Wyoming,USA,Canceled
ORD10509,CUST1157,Ms. Toni Mendoza,PROD141,Headphones,Electronics,808.2,3,2424.6,2024-03-31,Cash,South Anitamouth,Michigan,USA,Canceled
ORD10510,CUST7478,Amber Moore,PROD187,Smartwatch,Electronics,763.67,1,763.67,2024-04-04,Cash,South Natashaville,Hawaii,USA,Delivered
ORD10511,CUST2190,Kathryn Bowen,PROD234,Lipstick,Beauty,514.62,3,1543.86,2025-01-13,Cash,Fosterport,Wyoming,USA,Pending
ORD10512,CUST3587,Joshua Campbell,PROD809,Dress,Clothing,364.84,3,1094.52,2025-03-13,Credit Card,Ruizstad,Alabama,USA,Pending
ORD10513,CUST4862,Amanda Munoz,PROD472,Microwave,Home Appliances,205.85,1,205.85,2024-07-11,Cash,South Mason,North Dakota,USA,Canceled
ORD10514,CUST6180,Renee Santiago,PROD738,Science,Books,175.64,1,175.64,2024-06-22,Cash,Yorkfurt,Florida,USA,Canceled
ORD10515,CUST8380,Teresa Patterson,PROD513,Jeans,Clothing,355.37,1,355.37,2024-03-19,PayPal,West Valeriemouth,South Carolina,USA,Pending
ORD10516,CUST2255,Kathleen Rodriguez,PROD494,Vacuum Cleaner,Home Appliances,157.37,2,314.74,2024-08-08,Credit Card,Paulburgh,North Dakota,USA,Pending
ORD10517,CUST9269,Jessica Kim,PROD447,Vacuum Cleaner,Home Appliances,918.73,3,2756.19,2024-12-31,Credit Card,Hallfurt,Texas,USA,Pending
ORD10518,CUST5392,Caitlyn White,PROD817,Jeans,Clothing,900.02,4,3600.08,2025-01-09,PayPal,Lake Alanfurt,Indiana,USA,Delivered
ORD10519,CUST7768,Lacey Baird,PROD639,Microwave,Home Appliances,477.16,3,1431.48,2024-11-13,PayPal,Lake Lori,Vermont,USA,Pending
ORD10520,CUST9349,David Johnson,PROD638,T-Shirt,Clothing,654.35,2,1308.7,2024-12-10,Cash,Jamesstad,New Mexico,USA,Pending
ORD10521,CUST5702,Tyler Gregory,PROD780,Non-fiction,Books,98.29,3,294.87,2024-09-28,Credit Card,Phylliston,Montana,USA,Pending
ORD10522,CUST5792,Christopher Fritz,PROD191,Non-fiction,Books,120.57,3,361.71,2025-01-31,Cash,Jenniferbury,Oregon,USA,Canceled
ORD10523,CUST4111,Patrick Moran,PROD680,Dress,Clothing,492.76,1,492.76,2024-09-29,Credit Card,Stephaniechester,North Carolina,USA,Canceled
ORD10524,CUST8691,Geoffrey Jones,PROD225,Headphones,Electronics,935.02,1,935.02,2025-01-26,Cash,East Jenniferberg,Alaska,USA,Canceled
ORD10525,CUST3083,Kimberly Hampton,PROD267,Face Cream,Beauty,871.19,1,871.19,2025-02-09,Cash,Armstrongchester,Michigan,USA,Delivered
ORD10526,CUST1092,Jonathan Rodriguez,PROD758,Tablet,Electronics,759.83,5,3799.15,2024-06-09,PayPal,South Paul,Pennsylvania,USA,Canceled
ORD10527,CUST4637,Tiffany Stephenson,PROD794,Refrigerator,Home Appliances,24.48,1,24.48,2024-06-22,Cash,South Laura,Arizona,USA,Pending
ORD10528,CUST3787,Chelsea Smith,PROD597,Jacket,Clothing,977.46,4,3909.84,2024-04-04,Cash,Port Lauraberg,Maine,USA,Pending
ORD10529,CUST6751,Jesus Mann DDS,PROD985,Jeans,Clothing,128.84,1,128.84,2025-02-26,PayPal,Whitechester,West Virginia,USA,Delivered
ORD10530,CUST2689,Linda Moore,PROD946,Biography,Books,791.61,2,1583.22,2024-08-06,Cash,Kathrynstad,West Virginia,USA,Canceled
ORD10531,CUST2443,Jessica Harris,PROD612,Face Cream,Beauty,262.54,2,525.08,2024-10-25,PayPal,South Bailey,Nebraska,USA,Delivered
ORD10532,CUST6679,Breanna Johnson,PROD819,Nail Polish,Beauty,615.78,5,3078.9,2024-10-18,PayPal,East Jeffreymouth,Texas,USA,Canceled
ORD10533,CUST1344,Richard Gaines,PROD755,Mystery,Books,493.25,4,1973.0,2024-08-24,Credit Card,South Paulview,Alaska,USA,Canceled
ORD10534,CUST8629,Gary Palmer,PROD793,Refrigerator,Home Appliances,249.07,5,1245.35,2024-07-01,PayPal,Moraland,Arkansas,USA,Pending
ORD10535,CUST3613,Tammy Chen,PROD677,Shampoo,Beauty,658.75,4,2635.0,2024-07-04,Credit Card,Sullivanburgh,Mississippi,USA,Pending
ORD10536,CUST7562,Kevin Holmes,PROD108,Smartwatch,Electronics,428.56,2,857.12,2024-07-27,Credit Card,Toniview,Vermont,USA,Delivered
ORD10537,CUST3326,Leslie Wang,PROD616,Headphones,Electronics,193.96,4,775.84,2024-05-23,PayPal,Hatfieldshire,New York,USA,Delivered
ORD10538,CUST4208,Ronald Grant,PROD479,Perfume,Beauty,842.52,1,842.52,2024-10-23,PayPal,Cobbstad,Iowa,USA,Canceled
ORD10539,CUST8465,Jason Williams,PROD340,Non-fiction,Books,154.85,5,774.25,2024-10-13,Cash,Port Josephmouth,Mississippi,USA,Pending
ORD10540,CUST3038,Jeffrey Johnson,PROD236,Shampoo,Beauty,106.74,4,426.96,2024-09-14,Credit Card,New Christopherberg,Washington,USA,Delivered
ORD10541,CUST2617,Julia Jones,PROD403,Smartwatch,Electronics,976.58,2,1953.16,2024-11-29,PayPal,Raymondtown,California,USA,Pending
ORD10542,CUST5840,Caroline Johnston,PROD143,Science,Books,39.55,1,39.55,2024-11-11,Credit Card,Ellisfort,West Virginia,USA,Canceled
ORD10543,CUST8199,Kevin Guerrero,PROD527,Non-fiction,Books,323.34,2,646.68,2024-07-31,PayPal,Lake Eric,Illinois,USA,Delivered
ORD10544,CUST3938,April Lozano,PROD265,Headphones,Electronics,526.22,4,2104.88,2024-04-01,Cash,West Andreastad,South Dakota,USA,Pending
ORD10545,CUST3325,James Weaver,PROD688,Biography,Books,562.48,4,2249.92,2024-11-25,Cash,West Erika,Pennsylvania,USA,Canceled
ORD10546,CUST1490,Gregory Obrien,PROD330,Vacuum Cleaner,Home Appliances,998.28,1,998.28,2024-12-13,PayPal,Shelbystad,Pennsylvania,USA,Canceled
ORD10547,CUST9369,Jonathan Molina,PROD470,Smartphone,Electronics,454.19,5,2270.95,2025-01-22,Cash,Jasonburgh,California,USA,Canceled
ORD10548,CUST5125,Katie Odom,PROD507,T-Shirt,Clothing,752.4,5,3762.0,2024-05-19,PayPal,Flowersmouth,Louisiana,USA,Delivered
ORD10549,CUST3181,Anna Walker,PROD950,Headphones,Electronics,177.97,5,889.85,2024-04-02,Cash,Woodardtown,Illinois,USA,Canceled
ORD10550,CUST5007,Kristi Best,PROD858,Fiction,Books,396.37,1,396.37,2024-05-09,Credit Card,South Stephenburgh,Arizona,USA,Canceled
ORD10551,CUST2774,Julie Richardson,PROD717,Vacuum Cleaner,Home Appliances,51.41,3,154.23,2025-03-15,Cash,Longchester,California,USA,Pending
ORD10552,CUST3609,Justin Lee,PROD718,Fiction,Books,847.42,2,1694.84,2024-04-25,PayPal,Coleland,Wisconsin,USA,Canceled
ORD10553,CUST7331,Roy Stanley,PROD978,Fiction,Books,969.97,1,969.97,2024-10-18,PayPal,New Kaitlynton,South Dakota,USA,Canceled
ORD10554,CUST4393,Jerome Watson,PROD710,Perfume,Beauty,962.69,5,4813.45,2024-09-28,PayPal,West Teresa,New Hampshire,USA,Delivered
ORD10555,CUST2086,Michael Stevenson,PROD695,Washing Machine,Home Appliances,610.19,1,610.19,2024-04-20,Cash,East Michael,Utah,USA,Delivered
ORD10556,CUST1491,Megan Kelley,PROD928,Fiction,Books,740.96,3,2222.88,2025-02-11,Credit Card,New Jacobton,Florida,USA,Canceled
ORD10557,CUST6199,Carolyn Stanton,PROD399,Air Conditioner,Home Appliances,298.7,3,896.1,2024-10-14,Cash,North Michelleland,Rhode Island,USA,Pending
ORD10558,CUST3230,Victoria Bass,PROD271,Shoes,Clothing,413.2,3,1239.6,2024-03-15,Credit Card,Transhire,Montana,USA,Canceled
ORD10559,CUST7396,Jason Mason,PROD528,Vacuum Cleaner,Home Appliances,535.51,4,2142.04,2024-05-04,Credit Card,South Shannon,Oklahoma,USA,Delivered
ORD10560,CUST6439,Sarah Wagner,PROD372,Laptop,Electronics,236.16,1,236.16,2024-10-11,Credit Card,Theresafort,Kansas,USA,Canceled
ORD10561,CUST9975,Valerie Miller MD,PROD558,Perfume,Beauty,763.44,3,2290.32,2024-10-26,Cash,Michaelshire,Hawaii,USA,Canceled
ORD10562,CUST8871,Travis Cowan,PROD731,Face Cream,Beauty,87.46,2,174.92,2024-11-14,Cash,Guerrahaven,Ohio,USA,Pending
ORD10563,CUST1323,Adam Adams,PROD769,Dress,Clothing,175.12,3,525.36,2025-02-08,Credit Card,North Craigchester,Vermont,USA,Pending
ORD10564,CUST3620,Jennifer Robinson,PROD117,Vacuum Cleaner,Home Appliances,579.75,1,579.75,2024-07-29,Cash,Matthewchester,New Jersey,USA,Delivered
ORD10565,CUST9829,Toni Jenkins,PROD449,Nail Polish,Beauty,832.39,2,1664.78,2025-01-09,Credit Card,Michaelport,Wisconsin,USA,Delivered
ORD10566,CUST9828,Tracy Luna,PROD503,Headphones,Electronics,110.89,3,332.67,2024-07-30,PayPal,South Michael,Oklahoma,USA,Pending
ORD10567,CUST3118,Paula Hunter,PROD954,Laptop,Electronics,516.69,2,1033.38,2024-09-06,Credit Card,Lake Robertville,Nevada,USA,Pending
ORD10568,CUST4620,Jason Weber,PROD801,Refrigerator,Home Appliances,332.76,2,665.52,2025-02-22,Cash,Deannaton,Nebraska,USA,Delivered
ORD10569,CUST8367,Julie Perkins,PROD410,Shampoo,Beauty,313.49,3,940.47,2024-03-17,Credit Card,East Davidville,Massachusetts,USA,Canceled
ORD10570,CUST2214,Leah Newman,PROD867,T-Shirt,Clothing,136.81,2,273.62,2025-02-24,Cash,New Mark,Maine,USA,Delivered
ORD10571,CUST8593,Michael Hamilton,PROD969,Microwave,Home Appliances,974.1,1,974.1,2024-11-29,PayPal,South Amandaberg,Rhode Island,USA,Canceled
ORD10572,CUST5207,Michael Wilson,PROD564,Headphones,Electronics,946.0,1,946.0,2024-05-26,PayPal,East Rachelview,Mississippi,USA,Pending
ORD10573,CUST1751,Russell Hicks,PROD449,Shoes,Clothing,323.96,2,647.92,2025-03-02,PayPal,Shannonland,North Carolina,USA,Pending
ORD10574,CUST8855,Pamela Duncan,PROD285,Face Cream,Beauty,508.31,2,1016.62,2025-02-25,Credit Card,Port Garyhaven,Ohio,USA,Delivered
ORD10575,CUST9319,Ryan Graham,PROD621,Shampoo,Beauty,242.5,2,485.0,2024-08-05,PayPal,Christopherport,Massachusetts,USA,Pending
ORD10576,CUST7273,Jesse Garcia,PROD856,Vacuum Cleaner,Home Appliances,801.27,2,1602.54,2024-04-08,Cash,Port Mary,West Virginia,USA,Pending
ORD10577,CUST7891,Patrick Fletcher,PROD691,Jeans,Clothing,203.83,2,407.66,2025-01-03,PayPal,West Paul,Maine,USA,Delivered
ORD10578,CUST6335,Jim Blair,PROD884,Smartwatch,Electronics,281.6,2,563.2,2024-08-05,Cash,East Stephanie,South Carolina,USA,Delivered
ORD10579,CUST5236,Melissa Brown,PROD543,T-Shirt,Clothing,450.93,4,1803.72,2024-07-15,Credit Card,West Brendaport,North Carolina,USA,Canceled
ORD10580,CUST5399,Cody Keith,PROD898,Biography,Books,115.15,5,575.75,2024-05-21,PayPal,Lawsonborough,Alabama,USA,Delivered
ORD10581,CUST7401,Jason Armstrong,PROD117,Laptop,Electronics,431.31,4,1725.24,2024-12-14,PayPal,Drakeville,Georgia,USA,Canceled
ORD10582,CUST4452,Frances Garcia,PROD687,Science,Books,67.82,4,271.28,2024-03-29,Cash,Shellyton,New Hampshire,USA,Pending
ORD10583,CUST5673,Jason Jones,PROD894,Shampoo,Beauty,206.13,2,412.26,2025-01-09,Cash,West Davidborough,New Mexico,USA,Pending
ORD10584,CUST3652,Joshua Christensen,PROD738,Biography,Books,355.4,4,1421.6,2024-05-18,Credit Card,Alanview,Nebraska,USA,Pending
ORD10585,CUST6269,John Carroll,PROD114,Washing Machine,Home Appliances,46.97,5,234.85,2024-04-29,Cash,North Carolineside,Oklahoma,USA,Canceled
ORD10586,CUST1391,Matthew Smith,PROD424,Washing Machine,Home Appliances,83.04,4,332.16,2025-02-16,PayPal,Davishaven,South Carolina,USA,Pending
ORD10587,CUST1834,Jeffrey Hardy,PROD107,Jeans,Clothing,80.81,1,80.81,2024-11-15,PayPal,Deborahmouth,Arkansas,USA,Pending
ORD10588,CUST2541,Matthew Johnson,PROD525,Washing Machine,Home Appliances,217.09,5,1085.45,2025-01-03,PayPal,Port Kenneth,New York,USA,Delivered
ORD10589,CUST4288,Ronald Richardson,PROD555,Microwave,Home Appliances,86.94,3,260.82,2024-03-27,Cash,Williamsmouth,Nebraska,USA,Pending
ORD10590,CUST8529,Cody Hill,PROD592,Perfume,Beauty,680.89,2,1361.78,2024-11-07,Credit Card,Shannonside,Kentucky,USA,Canceled
ORD10591,CUST5548,Christopher Howell,PROD643,Laptop,Electronics,372.69,3,1118.07,2025-03-15,Credit Card,Reyesmouth,Mississippi,USA,Pending
ORD10592,CUST9659,Paul Henderson,PROD298,Smartwatch,Electronics,341.31,1,341.31,2024-12-27,Cash,West Teresaside,Idaho,USA,Pending
ORD10593,CUST5055,Heather Rhodes,PROD212,Shampoo,Beauty,469.79,3,1409.37,2024-11-18,Cash,North Timothyside,Pennsylvania,USA,Delivered
ORD10594,CUST3806,Anna Martin,PROD911,Washing Machine,Home Appliances,438.0,4,1752.0,2024-05-30,Credit Card,Seanbury,Vermont,USA,Canceled
ORD10595,CUST7101,Kevin Smith,PROD568,Jeans,Clothing,149.33,1,149.33,2024-04-26,Cash,Kellerbury,California,USA,Pending
ORD10596,CUST8914,Valerie Cook MD,PROD283,Shoes,Clothing,856.11,4,3424.44,2024-10-07,Credit Card,Nathanton,Kansas,USA,Delivered
ORD10597,CUST1434,Jennifer Gomez,PROD300,Jeans,Clothing,181.53,2,363.06,2024-10-21,Credit Card,Lake Cindyshire,Missouri,USA,Delivered
ORD10598,CUST8834,Shari Clark,PROD308,Vacuum Cleaner,Home Appliances,270.88,1,270.88,2024-07-04,PayPal,Lake Katrinaview,New Hampshire,USA,Canceled
ORD10599,CUST5061,Angela Lowe,PROD183,Mystery,Books,856.96,5,4284.8,2024-06-10,PayPal,North Michael,Idaho,USA,Canceled
ORD10600,CUST7786,Gina Garza,PROD640,Laptop,Electronics,561.37,3,1684.11,2024-06-10,PayPal,West Bill,South Dakota,USA,Canceled
ORD10601,CUST2749,Nicole Dorsey,PROD267,Non-fiction,Books,854.24,3,2562.72,2024-03-20,PayPal,Martinfort,New Mexico,USA,Canceled
ORD10602,CUST3841,Cassandra Moore,PROD292,Microwave,Home Appliances,615.68,3,1847.04,2024-04-30,Cash,Laurachester,South Carolina,USA,Canceled
ORD10603,CUST3944,Jason Weaver,PROD580,Air Conditioner,Home Appliances,299.46,3,898.38,2024-06-24,Credit Card,Meganborough,North Carolina,USA,Canceled
ORD10604,CUST6616,Virginia Cole,PROD675,Refrigerator,Home Appliances,106.38,5,531.9,2025-02-03,Cash,South Alexandra,Wyoming,USA,Pending
ORD10605,CUST6074,Bonnie Wood,PROD554,Shoes,Clothing,269.29,2,538.58,2024-03-28,Cash,Port Donaldside,Georgia,USA,Canceled
ORD10606,CUST5567,Laura Riggs,PROD301,Non-fiction,Books,239.69,5,1198.45,2024-10-13,Credit Card,North Annaland,Iowa,USA,Canceled
ORD10607,CUST7369,Daniel Saunders,PROD154,Microwave,Home Appliances,50.34,5,251.7,2024-08-17,PayPal,Kimberlyville,New Mexico,USA,Canceled
ORD10608,CUST7611,Kimberly Fuentes,PROD789,Headphones,Electronics,849.09,3,2547.27,2024-11-26,PayPal,Martinezville,Kentucky,USA,Canceled
ORD10609,CUST5004,Shelby Mcdowell,PROD111,T-Shirt,Clothing,495.62,3,1486.86,2024-06-28,Credit Card,Port Richard,Louisiana,USA,Canceled
ORD10610,CUST6046,Matthew Hess,PROD414,Nail Polish,Beauty,998.53,1,998.53,2024-06-26,Credit Card,Simpsonborough,Oklahoma,USA,Delivered
ORD10611,CUST6851,Brittany Valdez,PROD973,Refrigerator,Home Appliances,13.14,4,52.56,2024-12-06,Credit Card,Port Davidside,South Dakota,USA,Canceled
ORD10612,CUST7724,Joshua Adams,PROD699,Perfume,Beauty,624.74,4,2498.96,2024-12-18,Credit Card,Gregoryport,Massachusetts,USA,Pending
ORD10613,CUST5327,Tracey Mitchell,PROD912,Jacket,Clothing,750.06,2,1500.12,2024-05-28,Cash,Lake Emilyshire,New Jersey,USA,Canceled
ORD10614,CUST2853,Barbara Blackwell,PROD266,Fiction,Books,101.88,2,203.76,2024-05-28,Credit Card,North Anashire,Tennessee,USA,Canceled
ORD10615,CUST8903,Ashley Freeman,PROD874,Lipstick,Beauty,508.74,2,1017.48,2024-03-31,Cash,North Pamela,New Hampshire,USA,Delivered
ORD10616,CUST8594,Alexandra Mendez,PROD442,Smartwatch,Electronics,274.54,2,549.08,2024-10-08,Credit Card,South Thomas,Alaska,USA,Canceled
ORD10617,CUST8418,Alexander Hill,PROD866,Jacket,Clothing,679.19,2,1358.38,2024-11-26,Cash,South Stephanie,Arizona,USA,Delivered
ORD10618,CUST5308,Lindsey Moody,PROD124,Biography,Books,86.11,4,344.44,2025-02-11,PayPal,Robertton,Louisiana,USA,Canceled
ORD10619,CUST8428,Jeremy Jackson II,PROD104,Mystery,Books,898.62,1,898.62,2025-02-01,Cash,New Karen,Arkansas,USA,Delivered
ORD10620,CUST2266,Katherine Warren MD,PROD904,Air Conditioner,Home Appliances,311.49,3,934.47,2024-12-13,PayPal,New Elizabethmouth,Tennessee,USA,Canceled
ORD10621,CUST7707,Kristin Garcia,PROD307,Perfume,Beauty,805.15,3,2415.45,2024-09-10,Cash,Smithtown,Georgia,USA,Pending
ORD10622,CUST8817,William Henry,PROD615,Headphones,Electronics,89.37,2,178.74,2024-04-07,PayPal,Matthewview,Washington,USA,Canceled
ORD10623,CUST8450,Seth Booker,PROD174,Headphones,Electronics,786.51,1,786.51,2024-12-23,Cash,South Edward,North Dakota,USA,Delivered
ORD10624,CUST5301,Michael Owens,PROD726,Air Conditioner,Home Appliances,267.03,3,801.09,2024-04-06,Cash,New Davidfort,Tennessee,USA,Pending
ORD10625,CUST3273,Alexander Blevins,PROD700,Mystery,Books,78.29,2,156.58,2024-11-30,Credit Card,New Richardland,Massachusetts,USA,Delivered
ORD10626,CUST7766,James Brown,PROD947,Biography,Books,410.45,5,2052.25,2024-09-27,Cash,Darrenside,Indiana,USA,Canceled
ORD10627,CUST1582,Rachel Orr,PROD490,Jacket,Clothing,597.54,2,1195.08,2024-12-11,PayPal,Barrview,Ohio,USA,Pending
ORD10628,CUST7363,Margaret Horne,PROD667,Jeans,Clothing,377.88,5,1889.4,2025-03-13,PayPal,Port Justin,South Dakota,USA,Canceled
ORD10629,CUST4358,Jasmine Hinton,PROD141,Nail Polish,Beauty,347.94,3,1043.82,2025-01-28,PayPal,Kimberlyville,Delaware,USA,Delivered
ORD10630,CUST6177,Ashley Morton,PROD769,Microwave,Home Appliances,654.25,4,2617.0,2024-10-20,Credit Card,New Troy,Wisconsin,USA,Canceled
ORD10631,CUST9005,Nicholas Carter,PROD461,Smartphone,Electronics,335.66,3,1006.98,2024-11-08,PayPal,West Derrickstad,Tennessee,USA,Pending
